-0.001203 0.004753 -0.000638 -0.009029 0.002361 0.003322 0.009303 -0.004891 0.006523 0.00589 
-0.002562 -0.00751 -0.008526 0.006957 -0.007653 -0.004763 0.000336 -0.003563 0.00103 0.000817 
0.000288 -0.005573 0.005806 0.009542 -0.007779 -0.004914 0.009465 0.008677 -0.003592 -0.003703 
-0.009388 0.002803 0.004866 -0.000787 -0.00601 0.003747 -0.00987 -0.005537 0.000378 0.001612 
0.006372 0.006573 -0.008726 0.000031 0.009636 -0.008218 0.003157 -0.005903 -0.000639 -0.005835 
-0.00759 0.00037 0.005352 0.009578 -0.001635 -0.002839 -0.002839 0.002531 -0.009604 -0.004576 
-0.001116 -0.002027 -0.000967 -0.008449 0.0019 -0.002032 -0.003128 -0.006339 -0.007595 0.004235 
0.000462 0.007661 -0.000491 -0.004755 -0.001079 0.004152 -0.005964 -0.008421 0.003153 0.008906 
-0.007548 0.006198 0.003692 0.005167 0.00173 0.00429 -0.002108 -0.007699 0.002154 0.007505 
-0.003082 -0.005708 0.007571 0.007603 -0.004685 0.001856 0.0066 -0.005067 0.000578 -0.009259 

0.003994 -0.008013 -0.000338 0.010066 -0.006832 0.003664 0.000543 0.004843 0.001029 -0.002312 
0.001663 -0.004058 0.000177 -0.004976 -0.001653 -0.004737 0.006757 -0.001514 0.001733 0.000389 
-0.004038 0.004673 0.004304 0.00052 -0.00103 0.002322 -0.000947 -0.002487 0.000379 -0.002096 
0.005592 -0.002721 -0.002451 0.00315 0.002558 -0.012143 0.005675 -0.005429 -0.0003 -0.009118 
-0.001169 -0.004124 0.011178 0.004312 -0.004245 0.008919 -0.010022 0.00126 -0.003831 0.007684 
-0.001597 0.004594 -0.001688 -0.004739 0.008871 -0.006097 0.000857 -0.007058 -0.002385 -0.006685 
0.004094 0.004149 -0.005078 0.00223 -0.006923 0.003418 -0.002774 -0.005403 0.000395 -0.005978 
-0.003998 0.00161 0.006665 -0.007028 0.004464 -0.002392 -0.001312 -0.002385 -0.001379 0.005862 
