t,diameter,height,angle
665000,42.71802495,24.20569532,89.00681524
666000,42.7243969,24.21880327,89.04154026
667000,42.73071844,24.23190543,89.07332142
668000,42.73715498,24.24500313,89.10265908
669000,42.74373704,24.25809744,89.12998313
670000,42.75047744,24.27118874,89.15554765
671000,42.75738158,24.28427715,89.17953315
672000,42.76445103,24.29736288,89.20207971
673000,42.77168519,24.31044638,89.22330201
674000,42.77908209,24.32352825,89.24329733
675000,42.78580387,24.33660925,89.27195638
676000,42.79113334,24.34969021,89.31109344
677000,42.79654106,24.36277207,89.34592334
678000,42.80218226,24.37585628,89.37717379
679000,42.8080745,24.38894367,89.40556536
680000,42.8142208,24.40203424,89.43152212
681000,42.82061854,24.41512782,89.4553409
682000,42.82726205,24.42822448,89.47725135
683000,42.8341439,24.44132458,89.49744138
684000,42.83994638,24.45442878,89.53093067
685000,42.84387293,24.46753786,89.57890742
686000,42.84762755,24.48065288,89.62320372
687000,42.85181453,24.49377554,89.66079556
688000,42.85655324,24.50690687,89.692489
689000,42.86183061,24.52004675,89.71943672
690000,42.86760704,24.5331946,89.7425364
691000,42.87340326,24.54635014,89.7677304
692000,42.87769445,24.55951358,89.80819294
693000,42.88106574,24.57268568,89.8538616
694000,42.88437558,24.58586792,89.89652133
695000,42.88823526,24.59906204,89.93190693
696000,42.89298916,24.61226905,89.95855463
697000,42.89876092,24.62548908,89.97682487
698000,42.90550906,24.63872191,89.98817533
699000,42.91308938,24.65196752,89.99452436
700000,42.92131924,24.66522634,89.9977063
701000,42.93002806,24.67849936,89.99913178
702000,42.93908325,24.69178802,89.99970275
703000,42.94839341,24.70509399,89.99990768
704000,42.95789941,24.718419,89.99997383
705000,42.96756327,24.73176461,89.99999312
706000,42.97735958,24.74513216,89.99999823
707000,42.98727024,24.75852271,89.99999947
708000,42.99728153,24.77193702,89.99999975
709000,43.0073826,24.7853756,89.99999981
710000,43.01756457,24.79883876,89.99999983
711000,43.02782008,24.81232665,89.99999984
712000,43.03814285,24.8258393,89.99999984
713000,43.04852754,24.83937666,89.99999985
714000,43.05896951,24.85293862,89.99999985
715000,43.06946472,24.86652504,89.99999985
716000,43.08000959,24.88013578,89.99999986
717000,43.09060097,24.89377068,89.99999986
718000,43.10123601,24.90742961,89.99999986
719000,43.1119122,24.92111242,89.99999986
720000,43.12262722,24.93481902,89.99999986
721000,43.13337898,24.94854933,89.99999986
722000,43.1441656,24.96230328,89.99999986
723000,43.15498532,24.97608086,89.99999986
724000,43.16583655,24.98988206,89.99999986
725000,43.1767178,25.00377301,89.99999986
726000,43.18762771,25.01784194,89.99999985
727000,43.19856502,25.03189312,89.99999985
728000,43.20952855,25.04592661,89.99999985
729000,43.22051721,25.05994253,89.99999984
730000,43.23152998,25.073941,89.99999984
731000,43.24256591,25.08792217,89.99999983
732000,43.25362411,25.10188622,89.99999982
733000,43.26470374,25.11583336,89.99999981
734000,43.27580404,25.12976382,89.9999998
735000,43.28692427,25.14367785,89.99999979
736000,43.29806375,25.15757572,89.99999978
737000,43.30922183,25.17145774,89.99999976
738000,43.32039791,25.18532421,89.99999973
739000,43.33159143,25.19917545,89.9999997
740000,43.34280186,25.21301183,89.99999966
741000,43.35402869,25.22683369,89.9999996
742000,43.36527145,25.24064141,89.99999952
743000,43.37652971,25.25443539,89.99999941
744000,43.38780306,25.26821602,89.99999924
745000,43.3990911,25.28198371,89.99999895
746000,43.41039349,25.29573891,89.99999843
747000,43.42170991,25.30948203,89.9999974
748000,43.43304011,25.32321352,89.99999509
749000,43.44438404,25.33693384,89.99998917
750000,43.45574224,25.35064346,89.9999713
751000,43.4671179,25.36434284,89.99990669
752000,43.47852747,25.37803246,89.99962252
753000,43.49006934,25.3917128,89.99807807
754000,43.50246411,25.40538437,89.98751139
755000,43.52269977,25.41904765,89.89072346
756000,43.61316175,25.43270317,89.07464579
757000,43.67802,25.44635197,88.7957964
758000,43.72184147,25.45998742,88.67145773
759000,43.76032753,25.47359076,88.56483982
760000,43.79759539,25.4871797,88.4599853
761000,43.83158743,25.50078374,88.37678814
762000,43.8661447,25.5144191,88.2794793
763000,43.89859098,25.52808979,88.20644096
764000,43.9286672,25.54179288,88.14658932
765000,43.95872714,25.55552128,88.08079747
766000,43.98939024,25.56926796,88.00673751
767000,44.01782004,25.58302593,87.95770722
768000,44.04589102,25.59678771,87.90774745
769000,44.07242748,25.61054646,87.86866502
770000,44.0974216,25.62429686,87.83926902
771000,44.1209477,25.63803443,87.81833261
772000,44.14310464,25.65175547,87.8047357
773000,44.16287335,25.66545688,87.81038508
774000,44.18005173,25.67913589,87.82996496
775000,44.19645502,25.69278999,87.84802628
776000,44.2123285,25.70641752,87.86493832
777000,44.22779762,25.72001692,87.88090316
778000,44.24294224,25.73358611,87.89605607
779000,44.25781841,25.74712306,87.9104958
780000,44.27246778,25.7606262,87.92429829
781000,44.28692251,25.77409467,87.93752401
782000,44.30120815,25.78752833,87.95022236
783000,44.31534544,25.80092763,87.96243454
784000,44.32935148,25.81429356,87.97419547
785000,44.34324059,25.82762751,87.9855351
786000,44.35702489,25.84093118,87.99647945
787000,44.3693046,25.85420647,88.02262827
788000,44.38031647,25.86745545,88.05451344
789000,44.39109635,25.88068026,88.08421676
790000,44.4017493,25.89388368,88.11220522
791000,44.41232471,25.90706826,88.1387342
792000,44.42285149,25.92023586,88.16397615
793000,44.43334858,25.93338796,88.18805934
794000,44.44382916,25.94652599,88.2110849
795000,44.45430286,25.95965149,88.23313568
796000,44.4645856,25.97276614,88.25686492
797000,44.4735815,25.98587176,88.2912873
798000,44.4824451,25.99897028,88.32324611
799000,44.49128411,26.0122679,88.35337144
800000,44.50013578,26.02554447,88.38193444
801000,44.50901926,26.0387833,88.40911004
802000,44.51794581,26.05198622,88.43502698
803000,44.5269225,26.06515493,88.4597869
804000,44.53595394,26.07829108,88.48347371
805000,44.54483434,26.09139639,88.50888353
806000,44.55278726,26.10447264,88.5418279
807000,44.56070357,26.11752158,88.57252219
808000,44.56865872,26.13054517,88.60148227
809000,44.57667852,26.14354548,88.6289407
810000,44.58477553,26.15652426,88.6550505
811000,44.59295647,26.16948297,88.6799262
812000,44.60122503,26.18242291,88.70365969
813000,44.6095831,26.19534536,88.72632791
814000,44.61803142,26.20825166,88.74799714
815000,44.62550866,26.22114314,88.78006232
816000,44.63266297,26.23402115,88.81184093
817000,44.63987084,26.24688708,88.84148033
818000,44.64717087,26.2597426,88.86935296
819000,44.65457937,26.27258922,88.89567257
820000,44.66210407,26.28542801,88.92058925
821000,44.66974854,26.29825986,88.94421896
822000,44.67751405,26.31108556,88.96665651
823000,44.68540043,26.32390597,88.98798232
824000,44.69300209,26.33672201,89.01332873
825000,44.69937246,26.34953463,89.0488417
826000,44.70576816,26.36234478,89.08107093
827000,44.71228979,26.37515369,89.11082513
828000,44.71896292,26.38796277,89.1385163
829000,44.72579779,26.40077304,89.16439827
830000,44.73279805,26.41358513,89.18865422
831000,44.73996388,26.42639952,89.21142786
832000,44.74729354,26.43921671,89.23283783
833000,44.75472336,26.45203729,89.25386496
834000,44.76038905,26.46486194,89.29336252
835000,44.76567517,26.47769139,89.3313089
836000,44.77117185,26.49052653,89.36497333
837000,44.77692162,26.50336874,89.39536361
838000,44.78293066,26.51621919,89.42304382
839000,44.78919716,26.52907842,89.4483761
840000,44.79571539,26.54194668,89.47162856
841000,44.80247742,26.55482419,89.49301556
842000,44.80867083,26.56771126,89.52229436
843000,44.81267567,26.58060841,89.57084377
844000,44.81628448,26.5935162,89.61725412
845000,44.82028975,26.60643566,89.65674855
846000,44.82485774,26.61936835,89.68996711
847000,44.82998184,26.63231541,89.71814551
848000,44.83562109,26.64527713,89.74225197
849000,44.84127528,26.65825341,89.76849482
850000,44.84538575,26.67124415,89.81027763
851000,44.8485985,26.68424947,89.85686794
852000,44.85180702,26.69726993,89.89985786
853000,44.85562656,26.71030684,89.93507628
854000,44.86039035,26.72336159,89.96122686
855000,44.86620458,26.73643505,89.97884143
856000,44.87300793,26.74952751,89.98953335
857000,44.88063821,26.76263901,89.99533599
858000,44.8889006,26.77576962,89.99813511
859000,44.89761968,26.78891968,89.99933185
860000,44.90666364,26.80208995,89.99978533
861000,44.91594434,26.81528153,89.99993795
862000,44.92540611,26.8284958,89.99998373
863000,44.93501363,26.84173425,89.99999603
864000,44.94474329,26.85499838,89.99999901
865000,44.95457815,26.86828961,89.99999966
866000,44.96450532,26.8816092,89.9999998
867000,44.97451454,26.89495822,89.99999983
868000,44.98459741,26.90833758,89.99999984
869000,44.99474693,26.92174801,89.99999985
870000,45.00495718,26.93519012,89.99999986
871000,45.01522307,26.94866438,89.99999986
872000,45.02554021,26.96217117,89.99999986
873000,45.03590476,26.97571078,89.99999987
874000,45.04631334,26.98928345,89.99999987
875000,45.05676298,27.00294071,89.99999987
876000,45.06725099,27.01679769,89.99999987
877000,45.077775,27.03064802,89.99999987
878000,45.08833283,27.04449169,89.99999988
879000,45.09892254,27.05832868,89.99999988
880000,45.10954234,27.07215897,89.99999988
881000,45.1201906,27.08598256,89.99999988
882000,45.13086582,27.09979946,89.99999988
883000,45.14156661,27.11360968,89.99999987
884000,45.15229171,27.12741325,89.99999987
885000,45.16303991,27.14121023,89.99999987
886000,45.17381013,27.15500069,89.99999987
887000,45.18460132,27.16878471,89.99999987
888000,45.19541252,27.1825624,89.99999986
889000,45.20624284,27.1963339,89.99999986
890000,45.21709143,27.21009933,89.99999986
891000,45.22795749,27.22385888,89.99999985
892000,45.23884029,27.23761273,89.99999985
893000,45.2497391,27.25136106,89.99999984
894000,45.26065328,27.26510411,89.99999983
895000,45.2715822,27.27884211,89.99999982
896000,45.28252526,27.29257531,89.99999981
897000,45.29348192,27.30630397,89.9999998
898000,45.30445163,27.32002839,89.99999978
899000,45.31543391,27.33374886,89.99999976
900000,45.32642829,27.34746569,89.99999974
901000,45.33743431,27.36117921,89.9999997
902000,45.34845155,27.37488975,89.99999966
903000,45.35947963,27.38859767,89.9999996
904000,45.37051816,27.40230333,89.99999951
905000,45.38156678,27.41600711,89.99999938
906000,45.39262517,27.42970938,89.99999918
907000,45.403693,27.44341055,89.99999883
908000,45.41477,27.45711101,89.99999819
909000,45.42585591,27.47081119,89.99999684
910000,45.4369506,27.48451151,89.99999363
911000,45.4480542,27.4982124,89.99998476
912000,45.45916791,27.5119143,89.99995564
913000,45.470298,27.52561766,89.99984003
914000,45.48147887,27.53932293,89.99927607
915000,45.49293738,27.55303059,89.99584313
916000,45.50655411,27.56674109,89.96906222
917000,45.54521879,27.58045494,89.66186882
918000,45.64648234,27.59417269,88.88236153
919000,45.69725953,27.60789645,88.71553122
920000,45.73681527,27.62162232,88.61280611
921000,45.77537001,27.63533119,88.49334526
922000,45.80952294,27.64902609,88.41269369
923000,45.84318446,27.66272553,88.32249242
924000,45.87689439,27.67644609,88.23083976
925000,45.9066756,27.69019838,88.17341063
926000,45.93600019,27.70398737,88.11140938
927000,45.96562385,27.71781347,88.04254525
928000,45.99383411,27.73167541,87.99102446
929000,46.02015039,27.74557063,87.94889051
930000,46.04626328,27.75949506,87.90671427
931000,46.07100608,27.7734444,87.87392735
932000,46.09436761,27.78741496,87.84953189
933000,46.11641297,27.80140287,87.83249527
934000,46.13722955,27.81540446,87.82187317
935000,46.15653288,27.82941645,87.82171177
936000,46.17310013,27.84343587,87.84032985
937000,46.18889289,27.85746002,87.85749143
938000,46.20418429,27.87148642,87.87358956
939000,46.21909816,27.88551327,87.8888165
940000,46.23371014,27.8995388,87.90329661
941000,46.24807212,27.91356104,87.91711923
942000,46.26222216,27.92757799,87.93035254
943000,46.27618944,27.94158785,87.94305072
944000,46.28999706,27.95558916,87.95525809
945000,46.30366372,27.9695809,87.96701165
946000,46.31720485,27.98356246,87.97834288
947000,46.33063339,27.99753364,87.98927888
948000,46.34396031,28.01168734,87.99984329
949000,46.35505253,28.02583384,88.03212798
950000,46.36560977,28.03992898,88.06250792
951000,46.3759818,28.05397385,88.09096707
952000,46.38624664,28.06797014,88.11786931
953000,46.39644388,28.0819198,88.14342923
954000,46.40659736,28.0958245,88.16779552
955000,46.4167228,28.10968558,88.19108054
956000,46.42683122,28.12350423,88.21337392
957000,46.43693072,28.13728163,88.23474982
958000,46.44677166,28.15101901,88.25860504
959000,46.45541309,28.16471768,88.29192077
960000,46.463933,28.17837906,88.32292945
961000,46.4724273,28.19200463,88.35220426
962000,46.48093042,28.20559624,88.37999912
963000,46.48945989,28.21915579,88.40647717
964000,46.49802585,28.23268495,88.43175817
965000,46.50663459,28.24618523,88.4559367
966000,46.51529012,28.25965802,88.47909099
967000,46.52397819,28.27310471,88.50155091
968000,46.53165427,28.28652669,88.53385846
969000,46.53922054,28.29992539,88.56406244
970000,46.54680865,28.31330224,88.59254987
971000,46.55444853,28.32665888,88.61957395
972000,46.56215388,28.33999704,88.64529132
973000,46.56993181,28.35331831,88.66981581
974000,46.57778612,28.36662407,88.69323733
975000,46.58571877,28.37991561,88.71563055
976000,46.59373052,28.39319415,88.73705955
977000,46.60149906,28.40646092,88.76162926
978000,46.6083082,28.41971717,88.79377556
979000,46.61511007,28.4329641,88.82351105
980000,46.62197712,28.44620297,88.8514253
981000,46.62893338,28.45943527,88.87778196
982000,46.63598964,28.4726625,88.9027486
983000,46.64315096,28.48588594,88.92644801
984000,46.6504195,28.49910666,88.94897754
985000,46.65779567,28.51232563,88.97041833
986000,46.66527892,28.52554379,88.99084014
987000,46.67229179,28.53876207,89.01719638
988000,46.67826884,28.55198143,89.05105727
989000,46.68428781,28.56520281,89.08189407
990000,46.69042195,28.57842721,89.11047552
991000,46.69669305,28.59165594,89.13716448
992000,46.70310983,28.60489032,89.16218639
993000,46.70967526,28.61813139,89.18570435
994000,46.71638934,28.63137997,89.2078467
995000,46.72325041,28.64463677,89.22871984
996000,46.73025581,28.65790248,89.24841503
997000,46.73598886,28.6711778,89.28253797
998000,46.74087259,28.68446349,89.32022502
999000,46.74591079,28.69776025,89.35366422
1000000,46.75117405,28.71106902,89.38388239
1001000,46.75667157,28.72439113,89.41148253
1002000,46.76240339,28.73772778,89.43682629
1003000,46.76836536,28.7510798,89.46017177
1004000,46.77455106,28.76444781,89.48172175
1005000,46.78093962,28.77783229,89.50184649
1006000,46.78562209,28.79123372,89.54116138
1007000,46.78891923,28.80465266,89.58848927
1008000,46.79227245,28.81808965,89.63061896
1009000,46.7960905,28.83154548,89.66635714
1010000,46.80042929,28.84502153,89.69678538
1011000,46.80526341,28.85851917,89.72294131
1012000,46.8105553,28.87203925,89.74557467
1013000,46.81560425,28.88558223,89.77298287
1014000,46.81911137,28.89914834,89.81492295
1015000,46.82185168,28.9127378,89.86029519
1016000,46.82464756,28.92635088,89.90172911
1017000,46.8280472,28.9399884,89.93568288
1018000,46.8323457,28.95365158,89.96108478
1019000,46.83763906,28.96734166,89.97841925
1020000,46.84387434,28.98105949,89.9891249
1021000,46.85090452,28.99480557,89.99505523
1022000,46.85854766,29.00872648,89.99798101
1023000,46.86663552,29.02273146,89.99926144
1024000,46.87503877,29.03672438,89.99975797
1025000,46.88366966,29.05070573,89.99992879
1026000,46.89247259,29.0646763,89.99998107
1027000,46.90141257,29.07863711,89.99999535
1028000,46.91046662,29.09258936,89.99999885
1029000,46.91961853,29.10653431,89.99999963
1030000,46.92885613,29.12047326,89.9999998
1031000,46.93816981,29.13440745,89.99999983
1032000,46.94755175,29.14833805,89.99999985
1033000,46.95699542,29.16226611,89.99999985
1034000,46.96649529,29.17619259,89.99999986
1035000,46.97604663,29.19011834,89.99999986
1036000,46.98564534,29.2040441,89.99999987
1037000,46.99528782,29.21797055,89.99999987
1038000,47.00497091,29.23189826,89.99999987
1039000,47.01469182,29.24582774,89.99999988
1040000,47.02444803,29.25975947,89.99999988
1041000,47.0342373,29.27369385,89.99999988
1042000,47.0440576,29.28763127,89.99999988
1043000,47.05390709,29.30157206,89.99999988
1044000,47.0637841,29.31551657,89.99999988
1045000,47.0736871,29.32946509,89.99999989
1046000,47.08361469,29.34341792,89.99999989
1047000,47.09356557,29.35737535,89.99999989
1048000,47.10353855,29.37133767,89.99999989
1049000,47.11353251,29.38530516,89.99999989
1050000,47.12354644,29.39927811,89.99999989
1051000,47.13357937,29.4132568,89.99999988
1052000,47.14363041,29.42724152,89.99999988
1053000,47.15369871,29.44123258,89.99999988
1054000,47.16378349,29.45523029,89.99999988
1055000,47.17388402,29.46923495,89.99999988
1056000,47.18399958,29.48324689,89.99999988
1057000,47.19412953,29.49726645,89.99999987
1058000,47.20427325,29.51129397,89.99999987
1059000,47.21443014,29.52532981,89.99999987
1060000,47.22459966,29.53937432,89.99999986
1061000,47.23478127,29.55342788,89.99999986
1062000,47.24497448,29.56749087,89.99999985
1063000,47.2551788,29.5815637,89.99999984
1064000,47.2653938,29.59564675,89.99999984
1065000,47.27561903,29.60974046,89.99999983
1066000,47.2858541,29.62384524,89.99999982
1067000,47.29609861,29.63796153,89.9999998
1068000,47.30635219,29.65208977,89.99999979
1069000,47.3166145,29.66623042,89.99999977
1070000,47.32688519,29.68038393,89.99999974
1071000,47.33716395,29.69455078,89.99999971
1072000,47.34745046,29.70873145,89.99999967
1073000,47.35774445,29.72292643,89.99999961
1074000,47.36804563,29.73713621,89.99999954
1075000,47.37835374,29.75136131,89.99999942
1076000,47.38866853,29.76560223,89.99999925
1077000,47.39898977,29.77985949,89.99999895
1078000,47.40931723,29.79413362,89.99999843
1079000,47.41965074,29.80842516,89.9999974
1080000,47.42999016,29.82273465,89.99999509
1081000,47.44033553,29.83706265,89.99998919
1082000,47.45068751,29.8514097,89.99997146
1083000,47.46104925,29.86577637,89.99990809
1084000,47.47143658,29.88016323,89.99963403
1085000,47.48194141,29.89457087,89.99818021
1086000,47.49321445,29.90899985,89.9885591
1087000,47.51127525,29.92345077,89.90453334
1088000,47.59563373,29.93792423,89.12633261
1089000,47.6636419,29.9524209,88.8023597
1090000,47.70674367,29.96694385,88.67481688
1091000,47.74352868,29.98149204,88.57127058
1092000,47.77902214,29.99605008,88.46724897
1093000,47.81080561,30.01079028,88.38922587
1094000,47.84272323,30.02556885,88.30001051
1095000,47.8737611,30.04032521,88.22116804
1096000,47.90158532,30.05507028,88.16645967
1097000,47.92910434,30.06981241,88.1074396
1098000,47.95692985,30.08455652,88.04218073
1099000,47.98356283,30.09930535,87.99202291
1100000,48.00665983,30.1140603,87.967498
1101000,48.03079251,30.1288213,87.92787858
1102000,48.05390142,30.1435868,87.89614653
1103000,48.07585156,30.15835521,87.87176126
1104000,48.09666168,30.17312496,87.8539367
1105000,48.11638977,30.18789398,87.84190474
1106000,48.13510601,30.20265999,87.83496862
1107000,48.15279275,30.21742076,87.83382794
1108000,48.16810157,30.2321742,87.85075982
1109000,48.18271239,30.24691837,87.86642072
1110000,48.19688998,30.26165141,87.88117803
1111000,48.21074213,30.27637169,87.89519361
1112000,48.22433271,30.29107794,87.90856955
1113000,48.23770496,30.30576894,87.92137862
1114000,48.25089041,30.32044341,87.93367637
1115000,48.26391326,30.33510003,87.94550712
1116000,48.27679272,30.34973752,87.95690734
1117000,48.28954443,30.36435478,87.96790773
1118000,48.30218139,30.37895092,87.97853458
1119000,48.31471458,30.39352525,87.98881071
1120000,48.32715337,30.40807738,87.99875617
1121000,48.33775473,30.42260711,88.02683321
1122000,48.34760861,30.43711449,88.05566282
1123000,48.35727422,30.45159969,88.08269788
1124000,48.36683184,30.46606309,88.10830181
1125000,48.37632036,30.48050556,88.1326777
1126000,48.38576254,30.49492814,88.15596253
1127000,48.39517321,30.50933186,88.17825839
1128000,48.40456266,30.52371758,88.19964615
1129000,48.41393843,30.53808606,88.22019259
1130000,48.4233062,30.55243807,88.23995433
1131000,48.4321586,30.56677435,88.26502806
1132000,48.44011655,30.58109572,88.2956866
1133000,48.44798744,30.59540306,88.32444529
1134000,48.4558387,30.60969726,88.35171668
1135000,48.46369721,30.62397943,88.37770373
1136000,48.47157696,30.6382509,88.40253923
1137000,48.47948614,30.65251297,88.42632173
1138000,48.48742988,30.66676691,88.44912979
1139000,48.49541147,30.68101385,88.47102894
1140000,48.50343306,30.69525492,88.49207542
1141000,48.51096332,30.7094912,88.51838732
1142000,48.5179419,30.72372379,88.54749207
1143000,48.52490802,30.73795383,88.57489399
1144000,48.53190529,30.75218241,88.60091473
1145000,48.53895109,30.7664108,88.62572137
1146000,48.54605405,30.7806404,88.64942651
1147000,48.55321875,30.79487257,88.67211562
1148000,48.56044765,30.8091086,88.69385817
1149000,48.56774197,30.82334967,88.71471301
1150000,48.57510212,30.83759696,88.73473142
1151000,48.5824039,30.85185156,88.75566143
1152000,48.5886708,30.86611461,88.78602927
1153000,48.59488449,30.88038723,88.81415738
1154000,48.60114274,30.89467051,88.84061986
1155000,48.60747127,30.9089656,88.86567784
1156000,48.61388135,30.92327385,88.88948716
1157000,48.62037832,30.93759661,88.91215845
1158000,48.62696464,30.95193516,88.93377803
1159000,48.6336411,30.96629065,88.9544172
1160000,48.64040755,30.98066417,88.97413705
1161000,48.64726321,30.99505672,88.99299127
1162000,48.65355037,31.00962969,89.01867653
1163000,48.65897261,31.02427017,89.04997047
1164000,48.66443242,31.03888767,89.07864243
1165000,48.66998821,31.05348309,89.10536397
1166000,48.67565864,31.06805755,89.13044151
1167000,48.68145134,31.08261233,89.154064
1168000,48.68736909,31.09714866,89.1763676
1169000,48.6934122,31.11166765,89.19745946
1170000,48.69957955,31.12617028,89.2174286
1171000,48.70586918,31.1406574,89.23635158
1172000,48.71214296,31.15512985,89.2561505
1173000,48.71677571,31.16958843,89.29221926
1174000,48.72116928,31.18403397,89.32603275
1175000,48.72572641,31.19846723,89.35639746
1176000,48.73047676,31.21288902,89.38414841
1177000,48.73542562,31.22730045,89.40971858
1178000,48.74057256,31.24170278,89.43337898
1179000,48.74591419,31.25609709,89.45532839
1180000,48.75144549,31.27048431,89.47572591
1181000,48.75716045,31.28486521,89.49470542
1182000,48.7622178,31.29924046,89.5221992
1183000,48.76533527,31.31361072,89.56614706
1184000,48.76812674,31.32797665,89.60795537
1185000,48.77123455,31.34233883,89.64405347
1186000,48.77478434,31.35669799,89.67509294
1187000,48.77877047,31.3710553,89.70205116
1188000,48.78316522,31.38541206,89.72563936
1189000,48.78794,31.39976936,89.74636319
1190000,48.79241122,31.41412803,89.77222966
1191000,48.79540145,31.42848865,89.81183449
1192000,48.79762875,31.44285172,89.85499264
1193000,48.79983836,31.45721762,89.89504335
1194000,48.80253141,31.47158681,89.9287095
1195000,48.80599231,31.48596015,89.95481929
1196000,48.81033923,31.50033874,89.97350331
1197000,48.81556209,31.51472374,89.98574634
1198000,48.82155905,31.52911608,89.99302192
1199000,48.82817958,31.54351648,89.99690971
1200000,48.83526753,31.55792544,89.99876674
1201000,48.84269127,31.57234335,89.99955724
1202000,48.85035499,31.58677059,89.99985696
1203000,48.85819548,31.60120766,89.9999583
1204000,48.86617285,31.61565519,89.99998892
1205000,48.87426165,31.63011399,89.99999723
1206000,48.88244475,31.64458503,89.99999926
1207000,48.89070978,31.65906942,89.99999971
1208000,48.89904727,31.67356833,89.99999981
1209000,48.90744961,31.68808302,89.99999984
1210000,48.91591054,31.70261473,89.99999985
1211000,48.92442476,31.71716469,89.99999985
1212000,48.93298774,31.73173412,89.99999986
1213000,48.94159558,31.74632417,89.99999986
1214000,48.95024482,31.76093595,89.99999987
1215000,48.95893246,31.77557051,89.99999987
1216000,48.96765579,31.79022885,89.99999988
1217000,48.97641242,31.80491193,89.99999988
1218000,48.98520016,31.81962066,89.99999988
1219000,48.99401708,31.83435589,89.99999988
1220000,49.0028614,31.84911845,89.99999989
1221000,49.01173149,31.86390915,89.99999989
1222000,49.02062587,31.87872873,89.99999989
1223000,49.0295432,31.89357796,89.99999989
1224000,49.03848222,31.90845754,89.99999989
1225000,49.04744177,31.92336819,89.99999989
1226000,49.05642079,31.93831058,89.99999989
1227000,49.06541829,31.95328541,89.99999989
1228000,49.07443335,31.96829334,89.99999989
1229000,49.0834651,31.98333502,89.99999989
1230000,49.09251275,31.99841114,89.99999989
1231000,49.10157554,32.01374477,89.99999989
1232000,49.11065278,32.02909356,89.99999989
1233000,49.11974379,32.04442928,89.99999989
1234000,49.12884796,32.05975244,89.99999989
1235000,49.13796471,32.07506358,89.99999989
1236000,49.14709347,32.09036322,89.99999989
1237000,49.15623372,32.10565191,89.99999989
1238000,49.16538497,32.12093016,89.99999989
1239000,49.17454675,32.13619854,89.99999988
1240000,49.18371861,32.15145759,89.99999988
1241000,49.19290012,32.16670786,89.99999988
1242000,49.2020909,32.1819499,89.99999988
1243000,49.21129054,32.19718429,89.99999987
1244000,49.22049869,32.21241159,89.99999987
1245000,49.229715,32.22763238,89.99999987
1246000,49.23893913,32.24284725,89.99999986
1247000,49.24817077,32.25805678,89.99999985
1248000,49.25740961,32.27326158,89.99999985
1249000,49.26665536,32.28846224,89.99999984
1250000,49.27590775,32.30365937,89.99999983
1251000,49.28516651,32.31885359,89.99999982
1252000,49.29443138,32.33404553,89.99999981
1253000,49.30370212,32.34923581,89.9999998
1254000,49.31297849,32.36442506,89.99999978
1255000,49.32226027,32.37961394,89.99999976
1256000,49.33154725,32.39480308,89.99999973
1257000,49.34083922,32.40999314,89.9999997
1258000,49.35013597,32.42518479,89.99999965
1259000,49.35943733,32.44037868,89.9999996
1260000,49.3687431,32.4555755,89.99999952
1261000,49.37805312,32.47077592,89.9999994
1262000,49.38736722,32.48598062,89.99999922
1263000,49.39668524,32.5011903,89.99999894
1264000,49.40600704,32.51640565,89.99999843
1265000,49.4153325,32.53162737,89.99999747
1266000,49.42466153,32.54685618,89.99999541
1267000,49.4339942,32.56209277,89.99999043
1268000,49.44333099,32.57733788,89.99997654
1269000,49.45267403,32.59259223,89.99993111
1270000,49.46203295,32.60785653,89.99975494
1271000,49.4714571,32.62313154,89.99893407
1272000,49.48124761,32.63841799,89.99428053
1273000,49.49367598,32.65371662,89.96125528
1274000,49.53358494,32.66902819,89.62367459
1275000,49.62866719,32.68435345,88.89820294
1276000,49.67582513,32.69969306,88.7353209
1277000,49.71154337,32.71505056,88.6439078
1278000,49.74501115,32.73042744,88.5443372
1279000,49.77671289,32.7458143,88.45583496
1280000,49.80564339,32.76120336,88.3834175
1281000,49.83482831,32.77659441,88.30109532
1282000,49.86346822,32.79199251,88.22618295
1283000,49.8889492,32.80740462,88.17642371
1284000,49.91405919,32.82283805,88.1233594
1285000,49.93934607,32.83829906,88.06540145
1286000,49.96519381,32.85379239,88.00095531
1287000,49.9866027,32.86932178,87.98344131
1288000,50.00716198,32.88489015,87.96097839
1289000,50.02851865,32.90049945,87.92832968
1290000,50.04907234,32.91615049,87.90184352
1291000,50.06870294,32.9318437,87.88116624
1292000,50.08741408,32.94757955,87.86574478
1293000,50.10524369,32.96335816,87.85502327
1294000,50.12224138,32.97917921,87.8484877
1295000,50.13845969,32.99504214,87.84567689
1296000,50.15371485,33.01112933,87.84922013
1297000,50.16729092,33.02729396,87.86389
1298000,50.1803692,33.04344362,87.877637
1299000,50.19311761,33.05957748,87.89069131
1300000,50.205611,33.07569469,87.90316378
1301000,50.21789463,33.0917946,87.91512589
1302000,50.22999968,33.10787669,87.9266296
1303000,50.24194926,33.12394046,87.93771532
1304000,50.25376139,33.13998538,87.94841586
1305000,50.2654506,33.15601089,87.95875867
1306000,50.27702892,33.17201643,87.96876719
1307000,50.28850649,33.18800151,87.97846177
1308000,50.29989199,33.20396568,87.98786028
1309000,50.31119296,33.21990865,87.99697858
1310000,50.32125458,33.2358302,88.01868223
1311000,50.33023324,33.25173026,88.04548969
1312000,50.33901239,33.26760892,88.07063159
1313000,50.34768032,33.28346626,88.09449078
1314000,50.35627616,33.29930255,88.11726034
1315000,50.36482194,33.31511835,88.1390647
