y,1,2,3,4,5,7
87,1.002029,0.997971,0.940948,0.406104,-0.692396,-1.006268
88,1.00171,0.992141,0.862166,-0.028237,-0.86256,-1.01002
89,1.000932,0.978461,0.695265,-0.452018,-0.943764,-1.012527
90,0.999069,0.946707,0.386484,-0.734706,-0.980661,-1.014509
91,0.994651,0.874802,-0.051943,-0.883526,-0.997512,-1.016266
92,0.984243,0.720924,-0.47057,-0.953551,-1.005662,-1.017926
93,0.959958,0.430125,-0.7454,-0.985313,-1.010104,-1.019542
94,0.904378,0.001043,-0.888898,-0.999955,-1.012977,-1.021136
95,0.782606,-0.429026,-0.956219,-1.007204,-1.015187,-1.022718
96,0.540559,-0.721784,-0.986785,-1.011308,-1.017115,-1.02429
97,0.147485,-0.877597,-1.000952,-1.014083,-1.018922,-1.025856
98,-0.30288,-0.951305,-1.008047,-1.016296,-1.020673,-1.027414
99,-0.645608,-0.984848,-1.012138,-1.018269,-1.022397,-1.028967
100,-0.83973,-1.000369,-1.014958,-1.020138,-1.024106,-1.030513
101,-0.934115,-1.008101,-1.017242,-1.021959,-1.025804,-1.032054
102,-0.977371,-1.01252,-1.019296,-1.023755,-1.027494,-1.033589
103,-0.997228,-1.01554,-1.02125,-1.025537,-1.029176,-1.035118
104,-1.006886,-1.017968,-1.023156,-1.027308,-1.030851,-1.036641
105,-1.012193,-1.020143,-1.025038,-1.02907,-1.032519,-1.038158
106,-1.015659,-1.022207,-1.026905,-1.030823,-1.034181,-1.03967
107,-1.018348,-1.02422,-1.028761,-1.03257,-1.035835,-1.041176
108,-1.020706,-1.026205,-1.030607,-1.034308,-1.037482,-1.042677
109,-1.022919,-1.028174,-1.032444,-1.036039,-1.039123,-1.044172
110,-1.025067,-1.03013,-1.034273,-1.037763,-1.040757,-1.045661
111,-1.027181,-1.032076,-1.036093,-1.039479,-1.042385,-1.047146
112,-1.029274,-1.034012,-1.037905,-1.041188,-1.044006,-1.048624
113,-1.031353,-1.035938,-1.039709,-1.04289,-1.045621,-1.050097
114,-1.03342,-1.037856,-1.041506,-1.044585,-1.047229,-1.051565
115,-1.035476,-1.039764,-1.043294,-1.046272,-1.048831,-1.053028
116,-1.037521,-1.041663,-1.045074,-1.047953,-1.050427,-1.054485
117,-1.039556,-1.043553,-1.046846,-1.049627,-1.052016,-1.055937
118,-1.04158,-1.045435,-1.048611,-1.051294,-1.053599,-1.057384
119,-1.043594,-1.047308,-1.050368,-1.052953,-1.055176,-1.058826
120,-1.045599,-1.049172,-1.052118,-1.054607,-1.056747,-1.060263
121,-1.047594,-1.051028,-1.05386,-1.056253,-1.058312,-1.061694
122,-1.049578,-1.052875,-1.055594,-1.057893,-1.059871,-1.063121
123,-1.051554,-1.054714,-1.057321,-1.059526,-1.061423,-1.064542
124,-1.053519,-1.056544,-1.059041,-1.061153,-1.06297,-1.065958
125,-1.055475,-1.058366,-1.060754,-1.062773,-1.064511,-1.06737
126,-1.057422,-1.060181,-1.062459,-1.064386,-1.066046,-1.068777
127,-1.059359,-1.061987,-1.064157,-1.065994,-1.067575,-1.070178
128,-1.061288,-1.063784,-1.065848,-1.067594,-1.069099,-1.071575
129,-1.063207,-1.065574,-1.067532,-1.069189,-1.070617,-1.072967
130,-1.065117,-1.067357,-1.069209,-1.070777,-1.072129,-1.074355
131,-1.067018,-1.069131,-1.070879,-1.072359,-1.073635,-1.075737
132,-1.06891,-1.070897,-1.072542,-1.073935,-1.075136,-1.077115
133,-1.070793,-1.072656,-1.074198,-1.075505,-1.076631,-1.078488
134,-1.072668,-1.074407,-1.075848,-1.077068,-1.078121,-1.079856
